Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,_id
4/3/2017,Cash,food,Ice cream,vanilla ice cream cups 2,20.0,Expense,INR,
2025-01-15,Cash,rent,Rent,Movie night,286.75,Expense,INR,
2025-03-12,Debit Card,water (jar /tanker),water (jar /tanker),Movie night,2790.92,Expense,INR,
20/03/2018 16:15:41,Cash,food,Eggs,6 eggs,36.0,Expense,INR,
26/10/2017 16:34:04,Cash,festivals,Diwali,Offering,10.0,Expense,INR,
2025-04-21,Netbanking,family,Pocket money,Medical bill,1495.28,Expense,INR,
2025-04-21,Credit Card,education,Stationary,UPI transfer,3850.03,Income,INR,
2025-04-14,Cash,household,Kirana,Bought groceries,923.83,Expense,INR,
30/01/2018 21:05:31,Saving Bank account 1,household,Kitchen,Matchbox packet 10pcs,10.0,Expense,INR,
2025-05-31,Credit Card,health,Medicine,Medical bill,1220.32,Expense,INR,
22/01/2015 16:44:45,Cash,food,,tea,20.0,Expense,INR,
2025-02-19,Debit Card,gift,Gift,UPI transfer,2464.31,Expense,INR,
2024-12-25,UPI,subscription,Tata Sky,Lunch at cafe,4621.11,Expense,INR,
20/04/2017 20:42:02,Saving Bank account 1,household,Kirana,Smart point,621.68,Expense,INR,
2025-05-19,Cash,household,Appliances,Train ticket,3665.79,Expense,INR,
1/10/2017,Saving Bank account 1,money transfer,Home,,10000.0,Expense,INR,
2025-01-27,Debit Card,food,Milk,Festival shopping,3894.37,Expense,INR,
2025-03-06,Debit Card,social life,Leisure,Festival shopping,2118.62,Expense,INR,
2025-05-27,UPI,rent,Rent,Paid bill,1911.85,Expense,INR,
2025-05-06,Credit Card,household,Kirana,Movie night,2323.17,Income,INR,
2025-02-21,Cash,food,Milk,Bought groceries,817.42,Expense,INR,
2025-02-25,Debit Card,education,Stationary,Train ticket,988.8,Expense,INR,
2025-04-14,Debit Card,food,Dinner,Train ticket,1745.44,Expense,INR,
2024-12-31,Debit Card,subscription,Airtel,Movie night,177.46,Expense,INR,
2025-06-11,Debit Card,family,Pocket money,Festival shopping,3716.57,Expense,INR,
24/08/2018 22:12:17,Saving Bank account 1,other,,From Family,1000.0,Income,INR,
2025-03-25,Netbanking,family,Pocket money,Paid bill,1548.15,Expense,INR,
1/1/2016,Saving Bank account 1,investment,Public Provident Fund,,10000.0,Expense,INR,
24/07/2017 10:04:20,Saving Bank account 1,food,Eggs,4 eggs,22.0,Expense,INR,
2025-01-02,Netbanking,subscription,Tata Sky,Subscription renewal,934.66,Expense,INR,
10/8/2017,Saving Bank account 1,food,Milk,milk 1lit ,66.0,Expense,INR,
2025-03-20,Credit Card,subscription,Tata Sky,Subscription renewal,2421.42,Expense,INR,
2025-03-20,UPI,household,Kirana,Online course,1901.66,Expense,INR,
2025-01-14,UPI,subscription,Amazon Prime,Paid bill,1499.0,Expense,INR,
2025-01-16,Debit Card,food,Milk,Subscription renewal,1982.19,Expense,INR,
2025-04-06,Netbanking,food,snacks,Paid bill,1256.33,Expense,INR,
2025-04-30,UPI,other,Donation,Online course,4926.18,Expense,INR,
2025-05-11,Credit Card,family,Pocket money,Festival shopping,3437.17,Expense,INR,
2025-06-08,Netbanking,apparel,Clothing,Bought groceries,351.68,Expense,INR,
2025-06-13,Debit Card,transportation,Taxi,Movie night,3625.35,Expense,INR,
2025-02-20,Credit Card,subscription,Tata Sky,Subscription renewal,1321.19,Expense,INR,
20/12/2017 10:31:16,Credit Card,subscription,Edtech Course,Renewal,28400.0,Expense,INR,
2024-12-26,Debit Card,transportation,Taxi,Movie night,3433.67,Expense,INR,
2025-01-23,Netbanking,water (jar /tanker),water (jar /tanker),Subscription renewal,3587.2,Expense,INR,
2025-03-06,Debit Card,self-development,Self-development,Lunch at cafe,3034.75,Expense,INR,
2025-03-27,Cash,tourism,Trip,Medical bill,237.63,Expense,INR,
2025-02-21,Netbanking,tourism,Trip,Train ticket,3902.48,Expense,INR,
2025-01-28,Debit Card,food,snacks,UPI transfer,2434.35,Expense,INR,
7/3/2015,Saving Bank account 1,investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR,
14/01/2015 15:35:57,Cash,food,,Lunch - chicken fried rice + chicken soup,120.0,Expense,INR,
1/9/2018,Saving Bank account 1,public provident fund,,,12500.0,Transfer-Out,INR,
2025-03-07,Credit Card,water (jar /tanker),water (jar /tanker),Online course,1351.63,Expense,INR,
22/08/2018 22:31:36,Cash,food,Milk,Half lit  milk,37.0,Expense,INR,
2025-02-16,Cash,money transfer,Money transfer,Subscription renewal,3256.76,Expense,INR,
19/02/2017 08:04:37,Cash,money transfer,,To Family,23.0,Expense,INR,
3/5/2017,Saving Bank account 1,household,Kitchen,Gas stove elica 3 burner,8825.0,Expense,INR,
2025-06-17,Cash,investment,Mutual fund,Train ticket,250.93,Expense,INR,
31/03/2018 21:39:12,Saving Bank account 1,food,Ice cream,2 chocobar,45.0,Expense,INR,
2025-02-21,UPI,food,Grocery,Subscription renewal,3014.25,Expense,INR,
2024-12-27,Cash,water (jar /tanker),water (jar /tanker),Festival shopping,2875.15,Expense,INR,
2024-12-27,Netbanking,food,snacks,Paid bill,2967.44,Expense,INR,
2025-03-31,UPI,tourism,Trip,Movie night,1304.64,Expense,INR,
29/05/2017 09:25:48,Saving Bank account 1,food,Grocery,Half kg potato + half kg banana,35.0,Expense,INR,
15/11/2016 20:22:40,Cash,food,fruits,apple + mosambi 1kg each,180.0,Expense,INR,
2025-04-30,Cash,family,Pocket money,Train ticket,1986.8,Expense,INR,
2025-06-03,Netbanking,recurring deposit,Recurring Deposit,Bought groceries,312.92,Expense,INR,
2025-02-03,Cash,gift,Gift,Subscription renewal,80.96,Expense,INR,
2025-04-27,Credit Card,household,Appliances,Movie night,4498.74,Expense,INR,
2025-01-06,UPI,investment,Mutual fund,Train ticket,732.17,Expense,INR,
2025-03-04,UPI,beauty,grooming,Medical bill,1403.71,Expense,INR,
25/07/2017 19:31:06,Saving Bank account 1,tourism,Trip,Tours and Travel,20000.0,Expense,INR,
2025-06-22,UPI,money transfer,Money transfer,Lunch at cafe,3630.58,Expense,INR,
19/11/2017 20:22:43,Cash,transportation,Train,2 Place 0 to Place 6 return,20.0,Expense,INR,
28/02/2018 20:29:59,Credit Card,food,Potato,potato 1kg,18.0,Expense,INR,
2025-03-24,Credit Card,family,Pocket money,Online course,3704.89,Expense,INR,
2025-03-03,Debit Card,food,Milk,Train ticket,1599.9,Expense,INR,
2025-06-10,Debit Card,festivals,Diwali,Paid bill,4988.79,Expense,INR,
2025-01-18,Netbanking,investment,Mutual fund,Subscription renewal,3160.54,Expense,INR,
2025-02-02,Credit Card,subscription,DishTV,Movie night,3744.66,Expense,INR,
2024-12-28,Debit Card,public provident fund,Public Provident Fund,UPI transfer,952.99,Expense,INR,
2025-01-26,Credit Card,other,Donation,Paid bill,1135.61,Expense,INR,
2025-01-20,UPI,transportation,Train,Subscription renewal,4948.0,Expense,INR,
27/06/2018 06:30:08,Share Market Trading,saving bank account 1,,Refund,2549.59,Transfer-Out,INR,
2025-01-05,Cash,subscription,Edtech Course,Lunch at cafe,1890.66,Expense,INR,
8/3/2016,Saving Bank account 1,investment,Mutual fund,Mutual fund B,1000.0,Expense,INR,
2025-03-11,Debit Card,recurring deposit,Recurring Deposit,Festival shopping,3836.27,Expense,INR,
2025-01-27,UPI,apparel,Clothing,Medical bill,2256.22,Expense,INR,
2025-06-23,UPI,subscription,DishTV,UPI transfer,1849.85,Expense,INR,
2025-06-22,Credit Card,food,snacks,Movie night,847.13,Expense,INR,
2/10/2017,Cash,maid,,,2000.0,Expense,INR,
2/10/2017,Credit Card,household,Kirana,Supermart,3055.0,Expense,INR,
2024-12-31,Cash,household,Appliances,Paid bill,4104.83,Income,INR,
2025-04-27,Credit Card,household,Kirana,Subscription renewal,2984.69,Expense,INR,
5/3/2017,Cash,household,Toiletries,plastic kharata + brush,140.0,Expense,INR,
2025-06-04,Netbanking,water (jar /tanker),water (jar /tanker),Train ticket,1751.99,Expense,INR,
2025-03-19,UPI,gift,Gift,Online course,1017.97,Expense,INR,
10/7/2015,Saving Bank account 1,recurring deposit,,,1000.0,Expense,INR,
27/10/2017 12:55:49,Cash,transportation,auto,Permanent Residence to bus stand,40.0,Expense,INR,
2025-04-21,Debit Card,subscription,Spotify,Medical bill,7.0,Expense,INR,
2025-03-17,UPI,gift,Gift,Online course,2449.52,Expense,INR,
9/8/2017,Saving Bank account 1,household,Toiletries,Dettol liquid handwash refill,218.0,Expense,INR,
2025-06-22,Cash,apparel,Footwear,Movie night,3051.84,Expense,INR,
2025-01-19,Netbanking,food,Dinner,Medical bill,1668.59,Expense,INR,
2025-02-13,Debit Card,household,Kirana,UPI transfer,2615.21,Expense,INR,
2025-03-01,Credit Card,tourism,Trip,Medical bill,4994.22,Expense,INR,
2025-05-17,Credit Card,money transfer,Money transfer,Bought groceries,1111.27,Expense,INR,
2025-03-17,Cash,subscription,Tata Sky,Movie night,2723.01,Expense,INR,
2025-02-19,Credit Card,public provident fund,Public Provident Fund,Subscription renewal,4559.47,Expense,INR,
11/9/2017,Saving Bank account 1,gpay reward,,,6.0,Income,INR,
15/09/2017 22:32:40,Cash,food,Dinner,Sugaran Kitchen,60.0,Expense,INR,
23/03/2017 22:03:29,Saving Bank account 1,food,beverage,3 sugarcane juice,60.0,Expense,INR,
2025-05-01,Netbanking,self-development,Self-development,Subscription renewal,2633.65,Expense,INR,
2025-03-15,Cash,transportation,auto,Train ticket,4103.05,Expense,INR,
2025-05-23,Netbanking,subscription,Amazon Prime,Bought groceries,1499.0,Income,INR,
2025-02-12,Debit Card,social life,Leisure,Movie night,1178.03,Expense,INR,
2025-06-02,Debit Card,family,Pocket money,Bought groceries,820.27,Expense,INR,
2025-02-17,Cash,subscription,Netflix,Festival shopping,649.0,Expense,INR,
2025-05-30,Debit Card,public provident fund,Public Provident Fund,Paid bill,4800.2,Expense,INR,
2025-01-14,Credit Card,subscription,Airtel,Lunch at cafe,860.94,Expense,INR,
2025-01-09,Cash,festivals,Diwali,Online course,4416.25,Expense,INR,
2025-06-22,Debit Card,subscription,DishTV,Online course,3614.92,Expense,INR,
27/02/2017 18:42:27,Cash,transportation,Train,2 TB return,40.0,Expense,INR,
2025-06-22,Credit Card,subscription,Tata Sky,Medical bill,3860.8,Expense,INR,
2025-05-30,Cash,culture,Movie,Paid bill,2897.04,Expense,INR,
2/2/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR,
2025-04-02,Netbanking,transportation,Train,Online course,958.65,Income,INR,
2025-04-10,Debit Card,health,Medicine,Movie night,1505.71,Expense,INR,
2025-03-28,Netbanking,festivals,Diwali,Lunch at cafe,2951.27,Expense,INR,
2025-04-03,Netbanking,apparel,Footwear,Bought groceries,1177.44,Expense,INR,
2025-06-20,Netbanking,food,Dinner,Paid bill,3518.21,Expense,INR,
2025-04-23,Debit Card,subscription,Tata Sky,Festival shopping,3754.0,Expense,INR,
2024-12-25,Netbanking,rent,Rent,Medical bill,3763.98,Expense,INR,
2025-05-05,Netbanking,apparel,Footwear,Lunch at cafe,1776.37,Expense,INR,
2025-04-17,UPI,festivals,Diwali,Train ticket,3122.77,Expense,INR,
2025-03-04,Netbanking,transportation,auto,Train ticket,608.82,Expense,INR,
2025-04-10,Credit Card,household,Kirana,Lunch at cafe,4056.3,Expense,INR,
2/3/2015,Cash,health,Medicine,painkillers,226.0,Expense,INR,
2025-01-17,Debit Card,subscription,Netflix,Festival shopping,149.0,Expense,INR,
2025-03-03,Cash,household,Kirana,Medical bill,724.36,Expense,INR,
12/3/2017,Cash,transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,
2025-01-24,Credit Card,festivals,Holi,Bought groceries,1169.22,Expense,INR,
2025-04-26,UPI,household,Kirana,Online course,4223.91,Expense,INR,
5/8/2015,Saving Bank account 1,recurring deposit,,,1000.0,Expense,INR,
2025-01-01,UPI,transportation,Taxi,Online course,1533.46,Expense,INR,
14/08/2016 16:12:49,Cash,grooming,Saloon,hair cut,100.0,Expense,INR,
2025-01-07,Cash,investment,Mutual fund,Online course,3340.46,Expense,INR,
18/07/2017 21:44:59,Saving Bank account 1,food,beverage,Thumbs up 250ml,20.0,Expense,INR,
2025-03-25,UPI,household,Kirana,Medical bill,1581.69,Expense,INR,
2025-02-18,UPI,subscription,Tata Sky,Bought groceries,2850.8,Income,INR,
2025-04-24,Debit Card,transportation,Taxi,Train ticket,4016.71,Expense,INR,
2025-01-24,Netbanking,education,Stationary,Lunch at cafe,1180.53,Expense,INR,
2025-01-08,Debit Card,festivals,Holi,Festival shopping,3010.06,Expense,INR,
2025-05-26,UPI,household,Appliances,Train ticket,2765.02,Expense,INR,
2025-05-26,UPI,tourism,Trip,Movie night,3122.68,Expense,INR,
2025-03-18,Netbanking,rent,Rent,Medical bill,2921.79,Expense,INR,
13/05/2015 08:32:03,Cash,health,Health,N95 mask,250.0,Expense,INR,
2025-02-24,Netbanking,culture,Movie,Festival shopping,191.74,Expense,INR,
2025-03-04,UPI,transportation,Train,Movie night,3525.86,Expense,INR,
2025-02-08,UPI,recurring deposit,Recurring Deposit,Subscription renewal,3254.81,Expense,INR,
2025-06-09,Debit Card,culture,Movie,Medical bill,697.49,Income,INR,
5/9/2018,Cash,food,snacks,Chinese Bhel,30.0,Expense,INR,
2025-04-12,Netbanking,household,Kirana,Online course,3117.16,Expense,INR,
9/11/2017,Saving Bank account 1,food,Lunch,Bhendi bhaji,40.0,Expense,INR,
2025-05-17,UPI,health,Medicine,Festival shopping,4498.43,Expense,INR,
18/03/2018 17:16:27,Cash,food,snacks,1 Panipuri,30.0,Expense,INR,
19/09/2016 15:35:24,Cash,food,Milk,,33.0,Expense,INR,
2025-06-22,Debit Card,subscription,Tata Sky,Movie night,1123.93,Expense,INR,
2025-05-23,Netbanking,festivals,Holi,Medical bill,3927.3,Expense,INR,
2025-01-29,Debit Card,self-development,Self-development,Train ticket,2025.19,Expense,INR,
5/1/2017,Saving Bank account 1,equity mutual fund a,,,1000.0,Transfer-Out,INR,
2025-05-11,UPI,transportation,auto,UPI transfer,3617.14,Expense,INR,
5/2/2017,Cash,food,Tea,,10.0,Expense,INR,
2025-06-04,Credit Card,transportation,Train,Medical bill,2439.17,Expense,INR,
2/6/2017,Saving Bank account 1,food,snacks,Vadapav,20.0,Expense,INR,
4/7/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,
25/11/2016 09:27:45,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR,
2025-06-12,Cash,subscription,Spotify,Train ticket,149.0,Expense,INR,
24/09/2017 11:36:37,Saving Bank account 1,beauty,grooming,hair cut,100.0,Expense,INR,
2025-05-23,Debit Card,apparel,Footwear,Subscription renewal,53.18,Expense,INR,
2025-06-11,Debit Card,recurring deposit,Recurring Deposit,Subscription renewal,4543.24,Expense,INR,
13/12/2016 21:43:57,Cash,other,,kalnirnay calender,35.0,Expense,INR,
2025-02-18,Netbanking,transportation,Train,Movie night,4076.4,Expense,INR,
21/09/2017 15:06:36,Cash,transportation,auto,Place 0 to Current Residence,15.0,Expense,INR,
2025-02-26,UPI,apparel,Footwear,Movie night,3506.71,Expense,INR,
23/02/2015 18:39:59,Cash,apparel,Footwear,shoe polish,20.0,Expense,INR,
2025-05-30,Cash,subscription,Netflix,Online course,649.0,Income,INR,
20/09/2017 19:14:29,Saving Bank account 1,health,Health,Surgical gloves pair,20.0,Expense,INR,
2025-04-01,Cash,food,Grocery,Movie night,2877.68,Expense,INR,
2025-01-02,Netbanking,transportation,auto,Subscription renewal,2943.12,Expense,INR,
2025-06-27 23:41:04,Cash,food,Sweets,,1000.0,Expense,INR,685edeb88b0cbb213aa84671
2025-03-05,UPI,transportation,auto,UPI transfer,553.07,Expense,INR,
2025-03-17,Cash,health,Medicine,Lunch at cafe,3405.29,Expense,INR,
19/11/2017 20:23:22,Saving Bank account 1,food,snacks,1 Panipuri,20.0,Expense,INR,
1/10/2017,Saving Bank account 1,recurring deposit,,,1000.0,Transfer-Out,INR,
2025-04-01,Cash,health,Medicine,Festival shopping,3919.54,Expense,INR,
2025-04-29,UPI,subscription,Edtech Course,Bought groceries,69.85,Expense,INR,
12/3/2015,Cash,food,Tea,,30.0,Expense,INR,
2025-03-08,UPI,festivals,Diwali,UPI transfer,4229.46,Expense,INR,
2025-04-21,Cash,public provident fund,Public Provident Fund,Bought groceries,252.72,Expense,INR,
9/1/2018,Cash,food,Bread,Flatbread 12 pcs,34.0,Expense,INR,
2025-01-15,UPI,investment,Mutual fund,Medical bill,1406.32,Expense,INR,
2025-06-03,Netbanking,household,Kirana,Train ticket,4173.79,Expense,INR,
2025-01-22,Netbanking,other,Donation,Festival shopping,3876.79,Expense,INR,
28/05/2017 19:27:36,Saving Bank account 1,food,vegetables,,60.0,Expense,INR,
2025-02-03,Debit Card,rent,Rent,Train ticket,1972.36,Expense,INR,
31/07/2016 18:51:58,Saving Bank account 1,salary,,From workplace ,51556.0,Income,INR,
2025-03-31,Netbanking,money transfer,Money transfer,Online course,652.33,Expense,INR,
2025-05-20,UPI,transportation,Train,Online course,1959.57,Expense,INR,
13/09/2018 21:01:32,Cash,food,Grocery,1kg atta,46.0,Expense,INR,
2025-01-17,Netbanking,beauty,grooming,Lunch at cafe,1844.21,Expense,INR,
2025-04-15,UPI,transportation,Train,Bought groceries,3736.68,Expense,INR,
2025-06-03,UPI,food,Dinner,Medical bill,1795.61,Expense,INR,
19/02/2018 22:15:12,Saving Bank account 1,beauty,grooming,hair cut+shaving,170.0,Expense,INR,
2025-03-21,UPI,family,Pocket money,UPI transfer,1936.06,Expense,INR,
2025-05-23,Netbanking,rent,Rent,Medical bill,4451.67,Expense,INR,
2025-06-21,UPI,apparel,Clothing,Medical bill,496.14,Expense,INR,
14/02/2018 19:12:16,Saving Bank account 1,food,snacks,1 chicken shawarma,60.0,Expense,INR,
30/03/2017 20:15:18,Saving Bank account 1,household,Kirana,,245.0,Expense,INR,
12/2/2015,Cash,food,,tea,12.0,Expense,INR,
2025-02-13,Credit Card,education,Stationary,Bought groceries,2168.3,Expense,INR,
29/11/2015 09:27:52,Cash,transportation,auto,,30.0,Expense,INR,
9/7/2018,Cash,food,Grocery,Shev bhaji sev pav kg,60.0,Expense,INR,
2025-05-08,Debit Card,subscription,Spotify,Train ticket,7.0,Expense,INR,
2025-02-15,Cash,food,snacks,Online course,3251.68,Expense,INR,
2025-04-07,Netbanking,food,Dinner,Subscription renewal,3814.67,Expense,INR,
2025-04-26,UPI,health,Medicine,Online course,4526.0,Expense,INR,
2025-04-15,Netbanking,beauty,grooming,Paid bill,2755.63,Expense,INR,
25/03/2017 14:50:06,Saving Bank account 1,health,Medicine,Jel,110.0,Expense,INR,
19/11/2016 11:58:28,Cash,transportation,Taxi,share jeep - Place T base to top (50/person),100.0,Expense,INR,
2025-06-10,UPI,money transfer,Money transfer,Online course,409.77,Expense,INR,
27/06/2018 18:43:23,Credit Card,apparel,Accessories,Purse,450.0,Expense,INR,
2025-04-27,Credit Card,food,Dinner,Online course,4637.2,Expense,INR,
2025-02-24,Netbanking,public provident fund,Public Provident Fund,Movie night,360.37,Expense,INR,
2025-06-23,UPI,food,Dinner,Subscription renewal,2460.8,Expense,INR,
2025-04-18,Debit Card,subscription,Edtech Course,Medical bill,2788.1,Expense,INR,
2025-01-13,Credit Card,household,Kirana,UPI transfer,2077.19,Expense,INR,
22/03/2016 14:53:55,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR,
2025-02-15,Cash,health,Medicine,Movie night,1290.76,Expense,INR,
16/08/2018 19:08:01,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,157.0,Expense,INR,
5/10/2016,Saving Bank account 1,investment,Mutual fund,,1000.0,Expense,INR,
29/08/2016 10:48:48,Cash,household,Kitchen,boric powder,40.0,Expense,INR,
2025-04-01,Debit Card,household,Appliances,Medical bill,2163.62,Expense,INR,
18/06/2016 19:45:05,Cash,other,,flour mill,38.0,Expense,INR,
2025-03-12,Debit Card,subscription,Netflix,Bought groceries,199.0,Expense,INR,
27/11/2015 16:25:01,Cash,food,snacks,egg roll,25.0,Expense,INR,
2024-12-28,Netbanking,subscription,Tata Sky,Movie night,3896.0,Expense,INR,
2025-06-11,UPI,money transfer,Money transfer,Bought groceries,4069.86,Expense,INR,
2025-01-23,Debit Card,food,Milk,Paid bill,280.28,Expense,INR,
17/09/2017 21:47:23,Saving Bank account 1,household,Kirana,,114.0,Expense,INR,
4/5/2018,Saving Bank account 1,food,Milk,milk 1lit ,72.0,Expense,INR,
2025-01-14,Debit Card,transportation,Taxi,Medical bill,3040.98,Expense,INR,
16/02/2015 10:18:40,Cash,transportation,,local - Place 0 to Place 5 return,30.0,Expense,INR,
2025-05-13,UPI,other,Donation,Paid bill,4986.38,Expense,INR,
12/11/2017,Credit Card,household,Appliances,USB cord,130.0,Expense,INR,
2025-04-02,Cash,transportation,Taxi,Paid bill,3676.22,Expense,INR,
2025-04-28,UPI,food,Dinner,Movie night,3483.24,Expense,INR,
2025-03-10,UPI,health,Medicine,Movie night,3777.05,Expense,INR,
16/07/2018 10:41:01,Cash,food,snacks,7 kachori,84.0,Expense,INR,
2025-06-01,Credit Card,subscription,Airtel,Bought groceries,520.27,Expense,INR,
2025-02-21,Credit Card,subscription,Edtech Course,Subscription renewal,2952.35,Expense,INR,
15/01/2017 08:25:53,Cash,food,Grocery,chole + shev,140.0,Expense,INR,
2025-01-31,Credit Card,money transfer,Money transfer,Online course,4465.01,Expense,INR,
30/04/2017 21:03:55,Cash,transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR,
2025-04-10,Cash,water (jar /tanker),water (jar /tanker),Medical bill,3538.64,Expense,INR,
2/8/2017,Saving Bank account 1,subscription,Edtech Course,,2700.0,Expense,INR,
2025-04-25,Credit Card,recurring deposit,Recurring Deposit,Subscription renewal,1949.16,Expense,INR,
2025-03-04,Netbanking,social life,Leisure,Online course,399.28,Expense,INR,
2025-03-20,Cash,household,Appliances,Bought groceries,1541.54,Expense,INR,
2025-02-01,Credit Card,family,Pocket money,Train ticket,1897.2,Expense,INR,
1/7/2017,Saving Bank account 1,money transfer,Home,,10000.0,Expense,INR,
21/12/2017 14:34:05,Cash,food,Milk,milk 1lit ,70.0,Expense,INR,
3/1/2017,Cash,transportation,auto,Current Residence to Place 0,30.0,Expense,INR,
2025-01-04,Netbanking,subscription,Netflix,Lunch at cafe,649.0,Expense,INR,
10/2/2017,Saving Bank account 1,recurring deposit,,,1000.0,Transfer-Out,INR,
2025-04-25,Cash,apparel,Clothing,Movie night,4080.52,Expense,INR,
2025-06-03,Debit Card,subscription,Spotify,Paid bill,179.0,Income,INR,
13/02/2018,Saving Bank account 1,small cap fund 2,,,5000.0,Transfer-Out,INR,
28/02/2017 22:07:25,Cash,transportation,Train,2 Santacruz to churchgate,20.0,Expense,INR,
2025-05-31,Credit Card,rent,Rent,Online course,498.43,Expense,INR,
8/10/2016,Saving Bank account 1,beauty,grooming,razor,174.0,Expense,INR,
2025-04-19,Debit Card,subscription,Amazon Prime,Medical bill,1499.0,Expense,INR,
2025-03-10,Netbanking,subscription,Airtel,Subscription renewal,696.12,Expense,INR,
2025-01-04,Debit Card,transportation,auto,Medical bill,4857.5,Expense,INR,
2025-04-09,Netbanking,apparel,Footwear,Festival shopping,354.94,Expense,INR,
2025-02-10,UPI,household,Appliances,Movie night,2818.47,Expense,INR,
2025-05-12,UPI,rent,Rent,Movie night,637.15,Expense,INR,
1/7/2018,Credit Card,transportation,Travels,2 Place 2 to Place 1 - Shree Sharma Travels,1890.0,Expense,INR,
2025-05-31,Debit Card,health,Medicine,Lunch at cafe,2312.63,Expense,INR,
30/06/2016 11:40:50,Saving Bank account 1,other,,pan card application,106.9,Expense,INR,
31/12/2016 15:40:02,Saving Bank account 1,health,Medicine,strepsils 1 strip,24.0,Expense,INR,
2025-03-16,Netbanking,festivals,Diwali,Lunch at cafe,2008.02,Expense,INR,
2025-06-04,UPI,water (jar /tanker),water (jar /tanker),UPI transfer,1181.65,Expense,INR,
2025-03-26,Netbanking,subscription,Edtech Course,Bought groceries,4642.83,Expense,INR,
2025-04-25,Debit Card,subscription,Edtech Course,Lunch at cafe,1760.24,Expense,INR,
2025-02-05,UPI,subscription,Edtech Course,Bought groceries,2235.28,Expense,INR,
2025-03-02,UPI,transportation,auto,Festival shopping,324.48,Expense,INR,
2025-02-14,Cash,family,Pocket money,Online course,568.0,Expense,INR,
3/11/2016,Cash,food,Grocery,butter + frozen vatana+ 9 pan,240.0,Expense,INR,
13/04/2015 12:24:47,Saving Bank account 1,recurring deposit,,,1000.0,Expense,INR,
2025-03-08,Debit Card,family,Pocket money,Online course,3709.84,Expense,INR,
1/7/2017,Saving Bank account 1,saving bank account 2,,,100.0,Transfer-Out,INR,
2025-06-22,Cash,health,Medicine,Festival shopping,1167.15,Expense,INR,
1/12/2017,Saving Bank account 1,public provident fund,,,40000.0,Transfer-Out,INR,
2025-03-02,Credit Card,health,Medicine,Paid bill,2208.48,Expense,INR,
8/3/2017,Saving Bank account 1,food,Ice cream,naturals,150.0,Expense,INR,
26/12/2017 21:50:33,Fixed Deposit,saving bank account 1,,,150000.0,Transfer-Out,INR,
9/5/2017,Saving Bank account 1,food,Dinner,4 chapati,20.0,Expense,INR,
2025-01-19,Netbanking,household,Appliances,Movie night,3600.98,Expense,INR,
11/9/2017,Saving Bank account 1,transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,2598.0,Expense,INR,
2025-03-08,UPI,culture,Movie,Lunch at cafe,3291.79,Expense,INR,
12/2/2015,Cash,food,,Kurkure,10.0,Expense,INR,
2025-05-17,Netbanking,tourism,Trip,Lunch at cafe,3759.7,Expense,INR,
2025-02-05,Debit Card,food,snacks,Medical bill,1388.67,Expense,INR,
10/6/2017,Saving Bank account 1,subscription,Newspaper,TOI,170.0,Expense,INR,
2025-04-29,Debit Card,festivals,Holi,UPI transfer,360.35,Expense,INR,
2025-06-06,Credit Card,investment,Mutual fund,Train ticket,2631.1,Income,INR,
2025-02-26,UPI,subscription,DishTV,Medical bill,1741.67,Expense,INR,
2025-02-08,UPI,recurring deposit,Recurring Deposit,Train ticket,4016.67,Expense,INR,
29/01/2018 07:49:51,Saving Bank account 1,food,Eggs,6 eggs,42.0,Expense,INR,
2025-03-19,Cash,health,Medicine,Movie night,1202.78,Expense,INR,
2025-03-29,Debit Card,food,Lunch,Festival shopping,4386.97,Expense,INR,
2025-01-06,UPI,tourism,Trip,Movie night,962.68,Expense,INR,
2025-01-19,Debit Card,apparel,Clothing,Subscription renewal,1475.71,Expense,INR,
7/10/2016,Saving Bank account 1,subscription,Netflix,1 month subscription,199.0,Expense,INR,
2025-03-25,Debit Card,subscription,Edtech Course,Lunch at cafe,3860.17,Income,INR,
2025-03-28,Debit Card,grooming,Saloon,Movie night,1081.88,Expense,INR,
2025-05-19,Netbanking,apparel,Footwear,Bought groceries,1831.28,Expense,INR,
30/04/2017 21:02:52,Saving Bank account 1,food,Dinner,Chicken lollypop 8 pcs,221.0,Expense,INR,
2025-01-23,Credit Card,family,Pocket money,Bought groceries,2440.98,Expense,INR,
2025-05-11,Debit Card,health,Medicine,Paid bill,1510.3,Expense,INR,
2025-03-12,Netbanking,money transfer,Money transfer,Medical bill,1399.11,Expense,INR,
2025-05-19,Netbanking,family,Pocket money,Paid bill,2667.92,Expense,INR,
7/12/2016,Saving Bank account 1,investment,Mutual fund,,1000.0,Expense,INR,
2025-06-09,Debit Card,beauty,grooming,Bought groceries,2973.83,Expense,INR,
