Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
2025-06-21,Credit Card,Apparel,Clothing,Movie night,1381.14,Expense,INR
2025-06-13,Debit Card,Food,Milk,Medical bill,323.02,Expense,INR
2025-05-07,Netbanking,Food,Milk,Lunch at cafe,2741.6,Expense,INR
2025-06-03,Debit Card,subscription,Tata Sky,Subscription renewal,3254.76,Expense,INR
2025-06-16,Netbanking,Food,snacks,Festival shopping,1167.75,Expense,INR
2025-01-04,Netbanking,Gift,Gift,Medical bill,2764.02,Expense,INR
2025-03-29,Credit Card,Food,Dinner,Online course,2133.28,Income,INR
2025-01-09,Cash,water (jar /tanker),water (jar /tanker),Medical bill,1993.53,Expense,INR
2025-03-26,Cash,Apparel,Footwear,UPI transfer,1253.13,Expense,INR
2025-05-17,Credit Card,Food,snacks,UPI transfer,4069.0,Expense,INR
2025-03-04,UPI,Beauty,grooming,Medical bill,1403.71,Expense,INR
2025-06-01,UPI,Investment,Mutual fund,Train ticket,1453.08,Expense,INR
2025-03-22,Cash,Apparel,Footwear,Festival shopping,2545.34,Expense,INR
2025-04-17,Cash,Investment,Mutual fund,Online course,2095.27,Expense,INR
2025-03-23,UPI,subscription,Spotify,Bought groceries,25.0,Expense,INR
2025-06-23,UPI,Food,Dinner,Subscription renewal,2460.8,Expense,INR
2025-04-13,Netbanking,Festivals,Diwali,Bought groceries,2633.84,Expense,INR
2025-02-07,UPI,Food,snacks,Train ticket,2575.27,Expense,INR
2025-06-08,Credit Card,Self-development,Self-development,Festival shopping,2746.08,Expense,INR
2025-01-11,Debit Card,subscription,DishTV,Paid bill,3408.25,Expense,INR
2025-04-04,Credit Card,Education,Stationary,Bought groceries,4154.69,Expense,INR
2025-02-22,Cash,subscription,Spotify,Train ticket,7.0,Expense,INR
2025-05-25,Cash,Food,Lunch,Festival shopping,1933.79,Expense,INR
2025-03-17,Cash,Transportation,Train,Paid bill,1458.15,Expense,INR
2025-03-27,Cash,Family,Pocket money,Movie night,1031.28,Expense,INR
2025-05-14,Debit Card,Culture,Movie,Online course,775.31,Expense,INR
2025-01-16,Netbanking,Transportation,Train,Subscription renewal,3224.3,Expense,INR
2025-02-09,UPI,Transportation,auto,Online course,1653.24,Expense,INR
2025-06-11,Credit Card,Food,Grocery,Festival shopping,755.43,Expense,INR
2025-05-26,UPI,Money transfer,Money transfer,Paid bill,143.86,Expense,INR
2025-01-02,Debit Card,Public Provident Fund,Public Provident Fund,Bought groceries,1812.5,Expense,INR
2024-12-30,Netbanking,subscription,Spotify,Festival shopping,7.0,Expense,INR
2025-04-09,UPI,subscription,Spotify,Subscription renewal,149.0,Expense,INR
2025-01-22,Debit Card,subscription,Netflix,Movie night,649.0,Expense,INR
2025-04-26,UPI,Health,Medicine,Online course,4526.0,Expense,INR
2025-03-12,Credit Card,Transportation,Taxi,Festival shopping,4448.34,Expense,INR
2025-05-19,Debit Card,Grooming,Saloon,Online course,2860.5,Expense,INR
2025-01-16,Debit Card,Food,Milk,Subscription renewal,1982.19,Expense,INR
2025-02-04,Debit Card,subscription,Amazon Prime,UPI transfer,1499.0,Expense,INR
2025-04-12,Debit Card,Other,Donation,Movie night,964.89,Expense,INR
2025-05-08,Cash,Apparel,Footwear,UPI transfer,2695.5,Expense,INR
2025-02-12,Debit Card,Apparel,Footwear,Bought groceries,824.65,Expense,INR
2025-06-21,Credit Card,Household,Appliances,Medical bill,1509.26,Expense,INR
2025-04-25,UPI,Social Life,Leisure,Medical bill,138.28,Expense,INR
2025-03-09,Debit Card,Education,Stationary,Bought groceries,1230.39,Expense,INR
2025-06-09,Debit Card,subscription,Spotify,Paid bill,179.0,Expense,INR
2025-02-01,Debit Card,subscription,Airtel,Train ticket,216.37,Expense,INR
2025-06-06,Credit Card,water (jar /tanker),water (jar /tanker),UPI transfer,2361.4,Expense,INR
2025-06-06,Netbanking,Social Life,Leisure,Movie night,2053.13,Expense,INR
2025-05-29,Cash,Beauty,grooming,Festival shopping,3065.98,Expense,INR
2025-06-05,Netbanking,Public Provident Fund,Public Provident Fund,UPI transfer,1545.06,Expense,INR
2025-01-15,Credit Card,subscription,Edtech Course,Movie night,1066.75,Expense,INR
2025-04-30,Credit Card,Education,Stationary,Train ticket,4066.57,Expense,INR
2025-05-15,UPI,Transportation,Taxi,UPI transfer,3347.57,Expense,INR
2025-01-17,Credit Card,Household,Appliances,UPI transfer,1636.21,Expense,INR
2025-05-14,Cash,Food,Milk,Train ticket,3112.96,Expense,INR
2025-05-05,Credit Card,Self-development,Self-development,Bought groceries,3475.78,Expense,INR
2025-04-09,Credit Card,Beauty,grooming,Medical bill,2202.05,Expense,INR
2025-03-15,Credit Card,Transportation,Taxi,Subscription renewal,1987.45,Expense,INR
2025-03-21,Cash,Household,Kirana,Lunch at cafe,930.0,Expense,INR
2025-02-07,UPI,water (jar /tanker),water (jar /tanker),Festival shopping,3521.82,Expense,INR
2025-01-22,Netbanking,Apparel,Clothing,Festival shopping,3335.62,Expense,INR
2025-01-14,Credit Card,Apparel,Footwear,Festival shopping,1866.14,Expense,INR
2025-03-17,Debit Card,Family,Pocket money,Festival shopping,1324.06,Expense,INR
2025-04-08,UPI,Money transfer,Money transfer,Movie night,259.06,Expense,INR
2025-06-04,Credit Card,Transportation,Train,Medical bill,2439.17,Expense,INR
2025-04-10,Debit Card,subscription,Amazon Prime,Paid bill,599.0,Expense,INR
2025-04-22,Cash,Food,Dinner,Subscription renewal,2509.67,Expense,INR
2025-04-14,Debit Card,Transportation,Taxi,Train ticket,1851.18,Expense,INR
2025-06-01,UPI,Food,Grocery,Medical bill,3442.35,Expense,INR
2025-04-06,Cash,subscription,Netflix,Online course,499.0,Expense,INR
2025-04-25,Cash,subscription,Spotify,Train ticket,7.0,Expense,INR
2025-05-07,Debit Card,Food,Lunch,Medical bill,178.14,Expense,INR
2025-06-18,Netbanking,Household,Appliances,Lunch at cafe,1770.08,Expense,INR
2025-02-04,Netbanking,water (jar /tanker),water (jar /tanker),Medical bill,4453.96,Expense,INR
2025-02-22,Debit Card,Food,Grocery,Medical bill,651.32,Expense,INR
2025-01-24,Credit Card,Food,Grocery,Subscription renewal,3743.37,Expense,INR
2025-06-17,Credit Card,subscription,Edtech Course,Medical bill,4298.46,Expense,INR
2025-06-10,Credit Card,Food,Dinner,Lunch at cafe,1248.53,Expense,INR
2025-03-04,UPI,Transportation,Train,Movie night,3525.86,Expense,INR
2025-03-14,Cash,Social Life,Leisure,Medical bill,531.79,Expense,INR
2025-03-10,UPI,Apparel,Footwear,Medical bill,2995.34,Income,INR
2025-05-02,Credit Card,subscription,Spotify,Paid bill,179.0,Income,INR
2025-03-16,Cash,subscription,Amazon Prime,Medical bill,1499.0,Expense,INR
2025-01-24,Debit Card,Public Provident Fund,Public Provident Fund,Paid bill,338.71,Expense,INR
2025-05-21,Credit Card,Culture,Movie,Lunch at cafe,4951.52,Expense,INR
2025-01-07,Credit Card,subscription,DishTV,Lunch at cafe,391.4,Expense,INR
2025-04-29,Cash,Festivals,Holi,Bought groceries,1741.61,Expense,INR
2025-04-25,UPI,Tourism,Trip,Online course,1609.47,Expense,INR
2025-06-08,Credit Card,Festivals,Diwali,Medical bill,985.59,Expense,INR
2025-05-20,Netbanking,Transportation,Taxi,Lunch at cafe,3013.31,Expense,INR
2025-02-04,Netbanking,subscription,Tata Sky,UPI transfer,2129.88,Expense,INR
2025-05-13,UPI,Public Provident Fund,Public Provident Fund,UPI transfer,2298.88,Expense,INR
2025-01-28,Cash,subscription,Tata Sky,Movie night,1325.23,Expense,INR
2025-02-01,UPI,Apparel,Footwear,Bought groceries,2072.83,Expense,INR
2025-05-17,Netbanking,Tourism,Trip,Lunch at cafe,3759.7,Expense,INR
2024-12-29,UPI,Tourism,Trip,Lunch at cafe,4942.39,Expense,INR
2024-12-31,Credit Card,Recurring Deposit,Recurring Deposit,Movie night,3804.97,Expense,INR
2025-04-10,Cash,Recurring Deposit,Recurring Deposit,Festival shopping,1776.86,Expense,INR
2025-02-24,Debit Card,Household,Kirana,Lunch at cafe,2614.25,Expense,INR
2025-01-05,Netbanking,Apparel,Footwear,Online course,2355.69,Expense,INR
2024-12-25,Credit Card,Food,snacks,UPI transfer,1648.25,Expense,INR
2025-01-07,UPI,Beauty,grooming,Movie night,1417.27,Expense,INR
2025-06-19,Netbanking,Rent,Rent,Bought groceries,2389.24,Expense,INR
2025-02-11,Debit Card,Household,Appliances,Train ticket,3818.76,Expense,INR
2025-06-17,Cash,subscription,Amazon Prime,Subscription renewal,599.0,Expense,INR
2025-04-23,UPI,Recurring Deposit,Recurring Deposit,Train ticket,4680.17,Expense,INR
2025-05-16,Debit Card,subscription,Amazon Prime,Bought groceries,299.0,Expense,INR
2025-03-03,Credit Card,Food,Dinner,Movie night,2040.4,Expense,INR
2025-05-23,Cash,Household,Appliances,Subscription renewal,539.37,Expense,INR
2025-05-13,UPI,Other,Donation,Paid bill,4986.38,Expense,INR
2025-01-02,Netbanking,Gift,Gift,Subscription renewal,2213.1,Expense,INR
2025-01-15,Netbanking,Household,Kirana,Movie night,4429.53,Expense,INR
2024-12-28,UPI,Money transfer,Money transfer,Train ticket,586.72,Expense,INR
2025-05-29,UPI,Health,Medicine,Medical bill,2602.04,Expense,INR
2025-04-30,Cash,Festivals,Holi,Movie night,4861.16,Expense,INR
2025-01-26,Cash,Food,Milk,Lunch at cafe,2092.83,Income,INR
2025-04-23,Credit Card,Tourism,Trip,Movie night,3728.84,Income,INR
2025-01-11,Netbanking,Food,Grocery,Bought groceries,1456.39,Expense,INR
2025-06-10,Debit Card,Apparel,Footwear,Medical bill,3542.65,Expense,INR
2025-03-07,Credit Card,Gift,Gift,Paid bill,3726.1,Expense,INR
2025-03-03,Debit Card,subscription,Edtech Course,Train ticket,2690.22,Expense,INR
2025-05-15,Cash,Recurring Deposit,Recurring Deposit,Lunch at cafe,2178.73,Expense,INR
2025-01-17,Cash,Household,Kirana,Movie night,1772.33,Expense,INR
2025-03-20,Cash,Household,Appliances,Bought groceries,1541.54,Expense,INR
2025-05-09,Cash,Recurring Deposit,Recurring Deposit,Subscription renewal,4042.39,Expense,INR
2025-03-05,Debit Card,Investment,Mutual fund,Online course,4254.7,Expense,INR
2025-04-20,UPI,water (jar /tanker),water (jar /tanker),UPI transfer,2624.43,Expense,INR
2025-04-16,Debit Card,Family,Pocket money,Movie night,1462.89,Expense,INR
2025-05-21,Debit Card,Tourism,Trip,Train ticket,2833.17,Expense,INR
2025-04-15,Debit Card,Apparel,Clothing,Bought groceries,3672.49,Expense,INR
2025-04-18,UPI,Festivals,Holi,Train ticket,3455.73,Expense,INR
2025-04-27,Credit Card,Household,Appliances,Movie night,4498.74,Expense,INR
2025-06-02,Debit Card,Grooming,Saloon,Bought groceries,2838.02,Expense,INR
2025-06-03,UPI,Transportation,auto,Movie night,517.15,Expense,INR
2025-03-10,Credit Card,Education,Stationary,Online course,4791.32,Expense,INR
2025-06-13,UPI,subscription,Spotify,Bought groceries,149.0,Expense,INR
2025-05-05,UPI,subscription,Amazon Prime,Movie night,299.0,Expense,INR
2025-05-15,Credit Card,Family,Pocket money,Online course,3040.94,Expense,INR
2025-02-27,Credit Card,Education,Stationary,Bought groceries,2094.42,Expense,INR
2025-06-20,Debit Card,Transportation,Train,Movie night,365.63,Expense,INR
2025-04-12,Debit Card,Family,Pocket money,Online course,3876.02,Expense,INR
2025-04-24,Debit Card,Beauty,grooming,Festival shopping,1776.75,Expense,INR
2025-05-12,Netbanking,Culture,Movie,Train ticket,1662.89,Expense,INR
2025-01-10,Debit Card,Food,snacks,Lunch at cafe,813.64,Expense,INR
2025-01-05,Debit Card,subscription,Tata Sky,Subscription renewal,530.01,Expense,INR
2025-01-12,Credit Card,water (jar /tanker),water (jar /tanker),Train ticket,1758.17,Expense,INR
2025-02-08,Credit Card,Festivals,Diwali,Train ticket,2678.15,Expense,INR
2025-02-11,Netbanking,Food,snacks,Bought groceries,4312.6,Expense,INR
2025-03-27,Netbanking,subscription,Airtel,Medical bill,4930.19,Expense,INR
2025-05-27,Credit Card,subscription,Amazon Prime,Movie night,1499.0,Expense,INR
2025-06-17,UPI,subscription,Edtech Course,Festival shopping,241.89,Income,INR
2025-06-18,Debit Card,Food,Milk,Online course,157.04,Expense,INR
2025-03-19,Cash,Rent,Rent,Online course,2103.07,Expense,INR
2024-12-28,Credit Card,subscription,Amazon Prime,Festival shopping,1499.0,Expense,INR
2025-02-24,Netbanking,Public Provident Fund,Public Provident Fund,Movie night,360.37,Expense,INR
2025-01-06,Credit Card,Household,Appliances,Subscription renewal,237.88,Expense,INR
2025-03-04,Netbanking,Transportation,auto,Train ticket,608.82,Expense,INR
2025-04-20,Debit Card,Household,Kirana,Subscription renewal,827.29,Expense,INR
2025-05-08,Netbanking,water (jar /tanker),water (jar /tanker),Festival shopping,2335.57,Expense,INR
2024-12-25,Debit Card,subscription,Netflix,Online course,649.0,Expense,INR
2025-02-20,Netbanking,subscription,Netflix,Paid bill,199.0,Expense,INR
2025-06-06,UPI,Transportation,Train,Medical bill,518.22,Expense,INR
2025-02-23,Netbanking,water (jar /tanker),water (jar /tanker),Movie night,4242.08,Expense,INR
2025-05-27,UPI,Transportation,Taxi,Bought groceries,3409.08,Expense,INR
2025-05-17,Netbanking,Transportation,auto,Train ticket,544.34,Expense,INR
2025-02-19,Credit Card,subscription,Tata Sky,Lunch at cafe,1734.24,Expense,INR
2025-04-15,Credit Card,Grooming,Saloon,Movie night,2269.03,Expense,INR
2025-01-23,Debit Card,Food,snacks,Bought groceries,4572.72,Expense,INR
2025-03-27,Cash,Self-development,Self-development,Train ticket,4444.34,Expense,INR
2025-03-22,Credit Card,Household,Appliances,Bought groceries,3227.44,Expense,INR
2025-03-05,UPI,Transportation,auto,UPI transfer,553.07,Expense,INR
2025-04-05,UPI,subscription,Amazon Prime,Festival shopping,1499.0,Expense,INR
2025-04-17,Cash,subscription,Netflix,UPI transfer,149.0,Expense,INR
2025-06-04,Netbanking,Public Provident Fund,Public Provident Fund,Festival shopping,1879.55,Expense,INR
2025-06-23,UPI,subscription,Tata Sky,Medical bill,949.83,Expense,INR
2025-01-07,Debit Card,subscription,Spotify,Movie night,7.0,Expense,INR
2025-01-07,Cash,Health,Medicine,Subscription renewal,1128.35,Expense,INR
2025-03-31,Cash,Beauty,grooming,Online course,3854.08,Income,INR
2025-03-19,Debit Card,Gift,Gift,Subscription renewal,181.01,Expense,INR
2025-06-14,Credit Card,Rent,Rent,Medical bill,391.37,Expense,INR
2025-05-13,Cash,Public Provident Fund,Public Provident Fund,Bought groceries,3754.5,Expense,INR
2025-01-20,Netbanking,Transportation,Taxi,Movie night,357.53,Expense,INR
2025-01-31,Credit Card,Food,Milk,Festival shopping,2343.16,Expense,INR
2025-06-10,Netbanking,Apparel,Footwear,Paid bill,1706.25,Expense,INR
2025-03-10,UPI,Food,Grocery,Lunch at cafe,954.71,Expense,INR
2025-04-14,Credit Card,Tourism,Trip,Online course,478.41,Expense,INR
2025-03-06,Netbanking,Food,Dinner,Festival shopping,4930.23,Expense,INR
2024-12-26,Debit Card,Culture,Movie,Festival shopping,4522.78,Expense,INR
2025-05-23,UPI,Public Provident Fund,Public Provident Fund,Bought groceries,4445.41,Expense,INR
2025-03-31,Cash,Other,Donation,Paid bill,4044.19,Expense,INR
2025-06-03,Debit Card,Festivals,Diwali,Train ticket,3636.9,Expense,INR
2025-04-26,Netbanking,Money transfer,Money transfer,Paid bill,3788.15,Expense,INR
2025-03-16,Cash,Household,Kirana,Lunch at cafe,3196.51,Expense,INR
2025-02-16,Cash,Public Provident Fund,Public Provident Fund,Medical bill,3266.26,Expense,INR
2025-06-02,UPI,Food,Grocery,Festival shopping,306.16,Expense,INR
2025-04-20,Cash,subscription,DishTV,Medical bill,3603.31,Expense,INR
2025-01-23,Cash,Culture,Movie,Train ticket,4626.12,Expense,INR
2025-01-18,Netbanking,Food,Milk,Online course,3278.34,Expense,INR
2025-06-08,Debit Card,subscription,Netflix,Paid bill,149.0,Expense,INR
2025-04-06,Netbanking,subscription,Netflix,Lunch at cafe,199.0,Expense,INR
2025-02-12,UPI,subscription,DishTV,Paid bill,3992.48,Expense,INR
2025-02-08,Cash,Apparel,Footwear,Online course,4987.9,Expense,INR
2025-04-07,Credit Card,Festivals,Holi,Bought groceries,3667.42,Expense,INR
2025-01-06,Credit Card,Health,Medicine,Subscription renewal,3449.56,Expense,INR
2025-06-08,Debit Card,Self-development,Self-development,Subscription renewal,479.48,Expense,INR
2025-04-27,Netbanking,Household,Kirana,Paid bill,2040.45,Expense,INR
2025-05-08,Cash,water (jar /tanker),water (jar /tanker),Online course,577.34,Expense,INR
2025-05-01,Credit Card,subscription,Edtech Course,Movie night,4019.26,Expense,INR
2025-06-02,Cash,Gift,Gift,Paid bill,4231.26,Expense,INR
2025-02-14,Debit Card,Beauty,grooming,Festival shopping,4398.85,Expense,INR
2025-01-07,Cash,Food,Milk,Bought groceries,2393.73,Expense,INR
2025-05-19,UPI,subscription,Tata Sky,Movie night,4415.67,Expense,INR
2025-06-15,Credit Card,Other,Donation,Lunch at cafe,1500.15,Expense,INR
2025-06-13,Debit Card,Festivals,Holi,Online course,2767.93,Expense,INR
2025-02-10,Debit Card,subscription,Netflix,Subscription renewal,149.0,Income,INR
2025-03-28,Credit Card,Food,Grocery,Lunch at cafe,1103.74,Expense,INR
2025-04-14,Credit Card,subscription,Tata Sky,UPI transfer,3740.62,Expense,INR
2025-02-01,Cash,Gift,Gift,Festival shopping,2820.37,Expense,INR
2025-01-17,Debit Card,subscription,Airtel,Bought groceries,3443.14,Expense,INR
2025-05-13,Debit Card,Social Life,Leisure,UPI transfer,2662.79,Expense,INR
2025-03-19,Netbanking,Food,Lunch,Medical bill,3606.46,Income,INR
2025-05-07,Netbanking,Food,Dinner,Festival shopping,2314.24,Expense,INR
2025-05-12,Cash,Food,Lunch,Paid bill,2778.48,Expense,INR
2025-04-12,Netbanking,subscription,Netflix,Bought groceries,499.0,Expense,INR
2025-06-21,UPI,Public Provident Fund,Public Provident Fund,Lunch at cafe,1651.16,Expense,INR
2025-04-13,Debit Card,Household,Kirana,Online course,2057.21,Expense,INR
2025-02-26,Credit Card,Education,Stationary,Movie night,2176.61,Expense,INR
2025-02-03,UPI,subscription,Netflix,Medical bill,499.0,Expense,INR
2025-01-27,Debit Card,Rent,Rent,Bought groceries,883.27,Income,INR
2025-03-22,Netbanking,Social Life,Leisure,Movie night,2228.58,Expense,INR
2025-05-18,UPI,subscription,Netflix,Subscription renewal,199.0,Expense,INR
2025-05-14,Credit Card,Food,Milk,Lunch at cafe,2589.2,Expense,INR
2025-04-22,Credit Card,Grooming,Saloon,Subscription renewal,3457.57,Expense,INR
2025-04-12,Credit Card,Recurring Deposit,Recurring Deposit,Medical bill,3538.52,Expense,INR
2025-02-10,UPI,Household,Appliances,Movie night,2818.47,Expense,INR
2025-05-19,Netbanking,Family,Pocket money,Paid bill,2667.92,Expense,INR
2025-03-04,Debit Card,Tourism,Trip,Subscription renewal,4732.64,Expense,INR
2024-12-31,Cash,Grooming,Saloon,Bought groceries,2217.04,Income,INR
2025-05-09,Credit Card,Festivals,Holi,Movie night,2617.67,Expense,INR
2025-01-17,Cash,Beauty,grooming,Medical bill,4721.0,Expense,INR
2024-12-26,UPI,Recurring Deposit,Recurring Deposit,Festival shopping,2779.81,Expense,INR
2025-05-16,Debit Card,subscription,Tata Sky,Lunch at cafe,3580.21,Expense,INR
2025-01-30,Netbanking,Household,Kirana,Movie night,4758.68,Expense,INR
2025-02-19,Debit Card,Apparel,Clothing,Lunch at cafe,2466.68,Expense,INR
2025-02-16,Credit Card,Money transfer,Money transfer,Online course,774.08,Expense,INR
2025-01-25,Credit Card,Household,Kirana,Paid bill,4717.18,Expense,INR
2025-04-14,UPI,Money transfer,Money transfer,Festival shopping,2790.0,Expense,INR
2025-01-07,Cash,Investment,Mutual fund,Online course,3340.46,Expense,INR
2025-04-12,Cash,subscription,Edtech Course,Medical bill,1564.06,Expense,INR
2025-05-13,Credit Card,Household,Kirana,Movie night,2525.52,Expense,INR
2025-02-27,Credit Card,Household,Appliances,Medical bill,842.83,Expense,INR
2025-03-05,Cash,Money transfer,Money transfer,Medical bill,1662.36,Expense,INR
2025-06-02,UPI,subscription,Amazon Prime,Medical bill,599.0,Expense,INR
2025-02-26,Netbanking,Public Provident Fund,Public Provident Fund,UPI transfer,3454.17,Expense,INR
2025-01-26,Debit Card,Transportation,Train,Festival shopping,1753.65,Expense,INR
2025-04-07,Netbanking,Education,Stationary,Paid bill,3398.53,Expense,INR
2025-03-09,Debit Card,Transportation,Taxi,Train ticket,2832.13,Expense,INR
2025-04-27,Cash,Self-development,Self-development,UPI transfer,2543.32,Expense,INR
2025-01-28,Cash,Food,Dinner,Online course,2965.15,Expense,INR
2025-01-25,Credit Card,Recurring Deposit,Recurring Deposit,Festival shopping,945.96,Expense,INR
2025-04-30,Debit Card,Other,Donation,Festival shopping,826.5,Expense,INR
2025-01-05,Cash,Food,Lunch,Train ticket,2759.56,Expense,INR
2025-01-08,UPI,water (jar /tanker),water (jar /tanker),Online course,3679.35,Expense,INR
2025-02-09,Debit Card,Gift,Gift,Medical bill,3111.56,Expense,INR
2025-02-26,Credit Card,Food,Lunch,Online course,1911.72,Expense,INR
2024-12-31,Netbanking,Household,Appliances,Festival shopping,575.64,Expense,INR
2025-02-06,Netbanking,Public Provident Fund,Public Provident Fund,Train ticket,2056.22,Expense,INR
2025-04-18,UPI,Food,Dinner,Medical bill,338.67,Expense,INR
2025-01-12,UPI,Food,Dinner,UPI transfer,3509.35,Income,INR
2025-03-03,UPI,Culture,Movie,Festival shopping,289.89,Expense,INR
2025-05-31,UPI,Money transfer,Money transfer,Bought groceries,782.42,Expense,INR
2025-04-15,UPI,Food,Lunch,UPI transfer,1443.98,Expense,INR
2025-05-03,UPI,Rent,Rent,Subscription renewal,1758.16,Expense,INR
2025-02-25,Credit Card,Food,Milk,Bought groceries,262.29,Expense,INR
2025-01-30,UPI,subscription,DishTV,Paid bill,443.1,Expense,INR
2025-04-21,Debit Card,subscription,Airtel,Lunch at cafe,1024.32,Expense,INR
2025-06-03,UPI,subscription,Netflix,Lunch at cafe,149.0,Expense,INR
2025-04-30,Netbanking,Festivals,Holi,Lunch at cafe,1185.22,Expense,INR
2025-04-25,UPI,subscription,Airtel,Movie night,2044.06,Expense,INR
2025-04-07,Credit Card,Food,Grocery,Online course,79.14,Expense,INR
2025-05-19,Credit Card,Tourism,Trip,Train ticket,2056.65,Expense,INR
2025-04-20,Credit Card,Transportation,Train,Subscription renewal,4381.87,Expense,INR
2025-04-12,Cash,subscription,Airtel,Medical bill,1671.06,Expense,INR
2025-02-22,Netbanking,subscription,Netflix,UPI transfer,649.0,Income,INR
2025-05-20,Netbanking,Household,Kirana,Subscription renewal,4909.06,Expense,INR
2025-03-28,Debit Card,subscription,Airtel,Lunch at cafe,4626.65,Expense,INR
2024-12-29,Credit Card,Education,Stationary,Subscription renewal,1388.14,Expense,INR
2025-03-21,Netbanking,Food,Grocery,UPI transfer,4377.09,Expense,INR
2025-05-29,Debit Card,Public Provident Fund,Public Provident Fund,Festival shopping,4054.07,Expense,INR
2025-02-22,UPI,Festivals,Diwali,Paid bill,4831.91,Expense,INR
2025-05-31,Debit Card,Household,Appliances,Bought groceries,2631.51,Expense,INR
2025-04-02,Cash,Transportation,Train,Bought groceries,3191.69,Expense,INR
2025-03-23,UPI,subscription,Netflix,Bought groceries,499.0,Expense,INR
2025-04-24,Cash,subscription,Edtech Course,Train ticket,4643.19,Expense,INR
2025-04-24,Credit Card,subscription,Amazon Prime,Train ticket,299.0,Expense,INR
2025-05-19,UPI,Gift,Gift,Train ticket,3869.82,Expense,INR
2025-01-09,Debit Card,Investment,Mutual fund,Bought groceries,925.01,Expense,INR
2025-04-06,Netbanking,Public Provident Fund,Public Provident Fund,Movie night,1258.18,Expense,INR
2025-02-22,UPI,Beauty,grooming,Paid bill,4572.06,Expense,INR
2025-04-24,Cash,Investment,Mutual fund,Subscription renewal,643.75,Expense,INR
2025-06-01,UPI,Health,Medicine,Movie night,4573.61,Expense,INR
2025-04-10,Netbanking,subscription,Spotify,Train ticket,119.0,Expense,INR
2025-03-11,Debit Card,Other,Donation,Train ticket,540.59,Expense,INR
2025-01-30,UPI,Food,Milk,Subscription renewal,1525.66,Expense,INR
2025-01-06,Credit Card,Household,Kirana,Movie night,4255.73,Expense,INR
2025-03-30,Credit Card,subscription,Tata Sky,Subscription renewal,1097.2,Expense,INR
2024-12-28,UPI,Recurring Deposit,Recurring Deposit,Movie night,311.56,Expense,INR
2025-04-21,Cash,water (jar /tanker),water (jar /tanker),Train ticket,4677.56,Expense,INR
2025-04-29,Debit Card,Food,Dinner,Train ticket,1551.53,Expense,INR
2025-04-24,Netbanking,Money transfer,Money transfer,Subscription renewal,679.77,Expense,INR
2025-01-03,Cash,subscription,Amazon Prime,Bought groceries,599.0,Expense,INR
2025-03-05,Cash,Investment,Mutual fund,Festival shopping,2733.79,Income,INR
2025-01-23,Netbanking,Festivals,Holi,Paid bill,4059.71,Expense,INR
2025-03-14,Cash,Gift,Gift,Medical bill,1695.85,Expense,INR
2025-01-26,UPI,Family,Pocket money,Bought groceries,3574.81,Expense,INR
2025-05-12,UPI,Other,Donation,UPI transfer,3513.09,Expense,INR
2025-03-24,Cash,Grooming,Saloon,Movie night,4829.42,Income,INR
2025-03-16,Credit Card,Self-development,Self-development,Online course,4112.77,Expense,INR
2025-03-15,Debit Card,Food,Grocery,Paid bill,975.53,Expense,INR
2025-03-11,Debit Card,Recurring Deposit,Recurring Deposit,Festival shopping,3836.27,Expense,INR
2025-03-08,UPI,Culture,Movie,Lunch at cafe,3291.79,Expense,INR
2024-12-31,UPI,Household,Kirana,Medical bill,4606.74,Expense,INR
2025-02-20,Netbanking,Food,Dinner,Online course,2801.42,Expense,INR
2025-05-26,Cash,Gift,Gift,Festival shopping,4995.03,Expense,INR
2025-03-26,UPI,Food,Milk,Paid bill,4245.18,Expense,INR
2025-03-17,Cash,Health,Medicine,Lunch at cafe,3405.29,Expense,INR
2025-02-22,Cash,subscription,Amazon Prime,Movie night,299.0,Expense,INR
2024-12-27,UPI,subscription,Airtel,Subscription renewal,736.67,Expense,INR
2025-03-22,Netbanking,subscription,DishTV,Online course,2278.79,Expense,INR
2025-04-25,Credit Card,Recurring Deposit,Recurring Deposit,Subscription renewal,1949.16,Expense,INR
2025-05-26,Netbanking,Food,snacks,Movie night,61.22,Expense,INR
2025-04-07,Debit Card,Festivals,Diwali,Online course,172.93,Expense,INR
2025-04-30,UPI,Apparel,Footwear,Train ticket,2741.66,Income,INR
2025-06-11,Cash,subscription,Airtel,Medical bill,1882.36,Expense,INR
2025-01-17,Credit Card,subscription,Airtel,Train ticket,1390.5,Expense,INR
2025-03-13,Credit Card,Apparel,Clothing,Medical bill,1191.92,Expense,INR
2025-01-08,Debit Card,Transportation,auto,Bought groceries,2421.38,Expense,INR
2025-01-12,Netbanking,water (jar /tanker),water (jar /tanker),Bought groceries,1850.71,Expense,INR
2025-04-07,Cash,subscription,Tata Sky,Lunch at cafe,4596.56,Expense,INR
2025-03-28,Cash,Social Life,Leisure,Bought groceries,658.84,Expense,INR
2025-02-19,Cash,Beauty,grooming,Lunch at cafe,779.15,Expense,INR
2025-02-05,Credit Card,Public Provident Fund,Public Provident Fund,Subscription renewal,2858.99,Expense,INR
2025-01-07,Credit Card,subscription,Edtech Course,Subscription renewal,3081.17,Expense,INR
2025-06-05,UPI,Household,Kirana,UPI transfer,1337.92,Expense,INR
2025-05-29,Netbanking,Tourism,Trip,Subscription renewal,2363.36,Expense,INR
