Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,_id
2025-05-11,Netbanking,subscription,Edtech Course,Subscription renewal,3047.15,Expense,INR,
2025-06-17,UPI,subscription,Edtech Course,Festival shopping,241.89,Income,INR,
26/11/2017 17:29:44,Cash,transportation,auto,Place 6 station to eye institute,40.0,Expense,INR,
2025-06-01,Cash,food,Milk,Online course,3379.12,Expense,INR,
2025-04-23,Credit Card,beauty,grooming,UPI transfer,805.28,Income,INR,
17/08/2017 19:38:57,Cash,household,Kirana,Sugar 1kg Rs.55 + shengdana Rs.33,88.0,Expense,INR,
2025-05-23,Debit Card,family,Pocket money,Festival shopping,120.64,Expense,INR,
2025-05-28,UPI,household,Kirana,Movie night,1115.38,Expense,INR,
15/04/2018 19:07:30,Cash,food,Tea,2 cutting chai,20.0,Expense,INR,
2025-06-07,Cash,festivals,Diwali,Paid bill,2486.61,Expense,INR,
2025-02-04,Cash,festivals,Diwali,UPI transfer,3267.03,Expense,INR,
19/12/2016 17:07:37,Cash,food,fruits,1 kg mosambi 1 kg apple,170.0,Expense,INR,
4/2/2015,Cash,food,,milk half shakti,26.0,Expense,INR,
2025-01-05,Credit Card,public provident fund,Public Provident Fund,Subscription renewal,3208.04,Expense,INR,
2025-01-10,Cash,apparel,Footwear,Festival shopping,3848.12,Expense,INR,
2025-05-02,Debit Card,health,Medicine,Festival shopping,2959.48,Expense,INR,
13/04/2018 20:34:03,Cash,health,Lab Tests,Family Thyroid Test + CBC,700.0,Expense,INR,
2025-04-17,Credit Card,investment,Mutual fund,Train ticket,1871.9,Expense,INR,
2025-01-22,Cash,subscription,Netflix,Subscription renewal,149.0,Expense,INR,
2025-05-06,UPI,household,Appliances,Medical bill,2344.5,Income,INR,
2025-02-18,UPI,food,Grocery,UPI transfer,4775.6,Income,INR,
2025-01-17,Cash,subscription,Netflix,Movie night,499.0,Expense,INR,
22/01/2018 19:05:26,Saving Bank account 1,food,flour mill,2 kg Bajari,14.0,Expense,INR,
29/12/2016 09:00:28,Saving Bank account 1,subscription,Tata Sky,,214.0,Expense,INR,
2025-06-23,Credit Card,subscription,DishTV,Train ticket,4678.67,Expense,INR,
2025-02-06,UPI,food,snacks,Festival shopping,313.48,Expense,INR,
2025-04-23,Credit Card,grooming,Saloon,Train ticket,4416.17,Expense,INR,
2025-04-03,Debit Card,tourism,Trip,Lunch at cafe,1905.38,Expense,INR,
10/4/2018,Cash,food,breakfast,Bread,18.0,Expense,INR,
2025-01-17,Credit Card,household,Appliances,UPI transfer,1636.21,Expense,INR,
2025-03-06,Cash,culture,Movie,Paid bill,488.46,Expense,INR,
2025-02-25,Cash,food,Lunch,UPI transfer,2593.23,Expense,INR,
2025-02-20,Netbanking,transportation,auto,Online course,4343.38,Expense,INR,
21/03/2018 23:13:13,Saving Bank account 1,food,snacks,2 kachori,24.0,Expense,INR,
2025-03-20,Credit Card,subscription,Spotify,Movie night,7.0,Expense,INR,
2025-04-23,Credit Card,household,Kirana,Online course,1680.95,Expense,INR,
2025-05-25,Debit Card,subscription,Edtech Course,Paid bill,1538.79,Expense,INR,
13/04/2018,Saving Bank account 1,small cap fund 2,,,5000.0,Transfer-Out,INR,
6/12/2017,Saving Bank account 1,food,Lunch,Catering Service,125.0,Expense,INR,
26/11/2017 20:30:12,Credit Card,health,Medicine,eye drop,159.0,Expense,INR,
10/4/2018,Cash,food,Lunch,Catering Service,70.0,Expense,INR,
31/03/2017 10:20:31,Cash,transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,
30/07/2017 21:33:27,Saving Bank account 1,gpay reward,,,6.0,Income,INR,
30/11/2017 20:20:53,Saving Bank account 1,health,Medicine,5 Meftal spas,22.0,Expense,INR,
2025-03-05,Netbanking,social life,Leisure,Train ticket,2361.6,Expense,INR,
28/09/2015 10:53:25,Cash,health,Health,6 pairs of use and throw gloves,120.0,Expense,INR,
2025-04-03,Netbanking,apparel,Footwear,Medical bill,127.63,Expense,INR,
2025-04-14,Debit Card,subscription,Airtel,Bought groceries,1145.11,Expense,INR,
2025-03-16,UPI,transportation,auto,Subscription renewal,4481.37,Expense,INR,
2025-01-02,UPI,tourism,Trip,UPI transfer,4855.06,Expense,INR,
2025-03-10,Netbanking,self-development,Self-development,Lunch at cafe,660.57,Expense,INR,
14/08/2018 10:59:46,Saving Bank account 1,dividend earned on shares,,ITC Stocks,124.0,Income,INR,
22/04/2017 07:26:43,Saving Bank account 1,food,Grocery,milk 1 lit (64) + paneer (75) + bread (30) + 6 eggs (36),205.0,Expense,INR,
2024-12-31,Debit Card,family,Pocket money,UPI transfer,654.21,Expense,INR,
13/05/2017 18:02:21,Cash,food,Tea,,10.0,Expense,INR,
2025-01-26,Cash,food,Dinner,Bought groceries,2390.45,Expense,INR,
2025-03-25,Debit Card,festivals,Holi,Movie night,4391.19,Expense,INR,
2025-02-02,Debit Card,transportation,Train,Medical bill,4561.83,Expense,INR,
26/04/2015 09:06:04,Saving Bank account 1,food,Dinner,srikhand,114.0,Expense,INR,
2025-05-01,UPI,subscription,Netflix,UPI transfer,149.0,Expense,INR,
2025-01-03,Credit Card,beauty,grooming,Movie night,624.85,Expense,INR,
2025-06-22,UPI,other,Donation,Subscription renewal,734.59,Expense,INR,
31/03/2017 21:08:42,Cash,transportation,Train,2 Place 0 to dadar return,60.0,Expense,INR,
26/12/2017 21:55:12,Saving Bank account 1,fixed deposit,,,250000.0,Transfer-Out,INR,
2025-05-29,Credit Card,subscription,DishTV,Medical bill,938.12,Expense,INR,
2025-01-12,Debit Card,subscription,Spotify,Medical bill,25.0,Expense,INR,
2025-02-15,Debit Card,festivals,Diwali,Lunch at cafe,3119.04,Expense,INR,
2025-02-11,Cash,water (jar /tanker),water (jar /tanker),UPI transfer,707.35,Expense,INR,
2025-02-22,Debit Card,apparel,Clothing,UPI transfer,1091.81,Expense,INR,
2025-01-25,Netbanking,beauty,grooming,Lunch at cafe,982.2,Expense,INR,
2025-05-19,Credit Card,water (jar /tanker),water (jar /tanker),UPI transfer,649.66,Expense,INR,
26/07/2018 13:44:31,Saving Bank account 1,tax refund,,,6780.0,Income,INR,
2024-12-28,Credit Card,subscription,Amazon Prime,Festival shopping,1499.0,Expense,INR,
2025-01-09,UPI,festivals,Diwali,Train ticket,1453.25,Expense,INR,
21/09/2017 08:05:45,Cash,transportation,Train,Place 0 to dadar return,30.0,Expense,INR,
2025-02-20,Debit Card,money transfer,Money transfer,UPI transfer,3484.64,Expense,INR,
2025-02-27,Credit Card,household,Appliances,Medical bill,842.83,Expense,INR,
4/6/2017,Saving Bank account 1,food,Milk,milk 1lit ,64.0,Expense,INR,
13/07/2018,Saving Bank account 1,small cap fund 2,,,5000.0,Transfer-Out,INR,
2024-12-28,UPI,money transfer,Money transfer,Lunch at cafe,3040.79,Income,INR,
2025-04-07,Credit Card,festivals,Holi,Bought groceries,3667.42,Expense,INR,
2025-05-15,Credit Card,food,snacks,Lunch at cafe,1012.94,Expense,INR,
2025-06-21,Netbanking,water (jar /tanker),water (jar /tanker),Movie night,2064.78,Expense,INR,
2025-05-20,Cash,education,Stationary,UPI transfer,2863.61,Expense,INR,
7/10/2015,Saving Bank account 1,gift,,kindle + gift wrap,8029.0,Expense,INR,
2025-03-15,Credit Card,investment,Mutual fund,Lunch at cafe,2035.92,Expense,INR,
30/06/2016 11:40:50,Saving Bank account 1,interest,,interest paid,740.0,Income,INR,
2025-05-25,Cash,food,Lunch,Festival shopping,1933.79,Expense,INR,
25/09/2017 17:56:56,Saving Bank account 1,food,fruits,Apple 2 kg (110) + Banana 1kg (80),300.0,Expense,INR,
21/10/2015 18:16:08,Cash,other,,toll+petrol,500.0,Expense,INR,
2025-01-26,Cash,apparel,Clothing,Festival shopping,3594.27,Expense,INR,
22/04/2018 21:03:30,Cash,food,vegetables,,10.0,Expense,INR,
2025-05-20,Credit Card,household,Appliances,Festival shopping,2918.39,Expense,INR,
2025-03-06,Cash,subscription,Tata Sky,Subscription renewal,2939.93,Income,INR,
27/07/2017 06:05:30,Cash,household,Appliances,Distilled water refill Inverter (Rs.100 given by Family),200.0,Expense,INR,
10/11/2016,Cash,transportation,auto,Permanent Residence to Bandhu prem,40.0,Expense,INR,
2025-01-31,Netbanking,apparel,Footwear,Movie night,4162.55,Expense,INR,
2025-04-10,Cash,other,Donation,Train ticket,4532.03,Expense,INR,
25/02/2017 20:41:26,Cash,household,Appliances,tube and inverter fitting,1600.0,Expense,INR,
2025-05-23,Credit Card,apparel,Clothing,Paid bill,3475.46,Expense,INR,
13/09/2018,Saving Bank account 1,small cap fund 1,,,5000.0,Transfer-Out,INR,
8/5/2017,Saving Bank account 1,food,breakfast,Poha 25+ tea 10,35.0,Expense,INR,
2025-01-30,Netbanking,self-development,Self-development,Online course,343.76,Expense,INR,
2025-02-15,Debit Card,recurring deposit,Recurring Deposit,Subscription renewal,3772.33,Expense,INR,
2025-04-14,UPI,household,Kirana,Paid bill,3657.04,Expense,INR,
2025-03-11,Cash,investment,Mutual fund,Subscription renewal,4952.87,Expense,INR,
2025-03-17,Debit Card,money transfer,Money transfer,Paid bill,1952.56,Expense,INR,
3/12/2017,Saving Bank account 1,food,Lunch,Home Food Delivery - Chicken lollypop 8 pcs 190 + chicken manchow soup 100,290.0,Expense,INR,
2025-05-17,Cash,subscription,Airtel,Online course,4853.52,Expense,INR,
2025-02-05,Cash,transportation,auto,UPI transfer,1632.22,Expense,INR,
26/10/2016 13:58:49,Saving Bank account 1,health,Medicine,,617.0,Expense,INR,
2025-06-08,Netbanking,food,snacks,Online course,449.16,Expense,INR,
2025-01-21,Cash,festivals,Holi,Bought groceries,637.9,Expense,INR,
2025-02-08,Cash,social life,Leisure,Online course,2711.94,Expense,INR,
2025-03-31,Debit Card,money transfer,Money transfer,Bought groceries,2863.18,Expense,INR,
2025-03-06,Netbanking,culture,Movie,UPI transfer,4868.46,Expense,INR,
2025-04-29,Cash,subscription,Edtech Course,Festival shopping,50.21,Expense,INR,
2025-04-22,Cash,subscription,Amazon Prime,Lunch at cafe,1499.0,Expense,INR,
2025-06-23,Cash,transportation,Taxi,Subscription renewal,2541.14,Expense,INR,
2025-01-13,Credit Card,festivals,Holi,Bought groceries,4817.62,Expense,INR,
2024-12-28,UPI,money transfer,Money transfer,Train ticket,586.72,Expense,INR,
2025-06-07,Cash,social life,Leisure,UPI transfer,4709.83,Expense,INR,
8/1/2016,Saving Bank account 1,other,,laptop table,1994.0,Expense,INR,
2025-05-17,Credit Card,food,snacks,UPI transfer,4069.0,Expense,INR,
2025-06-17,Debit Card,subscription,Tata Sky,Lunch at cafe,428.31,Expense,INR,
2025-02-05,Debit Card,health,Medicine,Movie night,4907.86,Expense,INR,
2/8/2018,Cash,health,Health,eyewear Glasses advance,1000.0,Expense,INR,
2025-01-17,Netbanking,food,Dinner,UPI transfer,1133.9,Expense,INR,
2024-12-30,Netbanking,subscription,Spotify,Festival shopping,7.0,Expense,INR,
2025-01-14,Netbanking,money transfer,Money transfer,UPI transfer,666.19,Expense,INR,
2025-06-16,UPI,subscription,Edtech Course,Train ticket,1924.11,Expense,INR,
2025-04-30,Cash,festivals,Holi,Movie night,4861.16,Expense,INR,
2025-01-14,Debit Card,self-development,Self-development,Bought groceries,1702.59,Expense,INR,
8/10/2017,Credit Card,gift,,For Friend,6500.0,Expense,INR,
2025-01-19,Credit Card,apparel,Footwear,Paid bill,4311.39,Income,INR,
5/4/2018,Cash,food,Lunch,Catering Service,130.0,Expense,INR,
26/03/2017 19:25:27,Saving Bank account 1,household,Kirana,Smart,786.0,Expense,INR,
2025-03-07,UPI,public provident fund,Public Provident Fund,UPI transfer,1320.66,Expense,INR,
2025-01-08,UPI,beauty,grooming,Online course,1552.32,Expense,INR,
2/4/2018,Cash,food,curd,Dahi 2 packets,20.0,Expense,INR,
2025-06-20,Netbanking,public provident fund,Public Provident Fund,Medical bill,4766.83,Expense,INR,
2025-06-19,UPI,household,Appliances,Lunch at cafe,2635.08,Expense,INR,
2025-04-20,Cash,subscription,Airtel,UPI transfer,4147.55,Expense,INR,
2025-02-07,Cash,culture,Movie,Subscription renewal,2881.53,Expense,INR,
31/07/2018 13:45:08,Cash,maid,,July salary,2000.0,Expense,INR,
25/03/2017 13:41:02,Cash,health,Hospital,Doctor Fees,150.0,Expense,INR,
2025-02-04,Netbanking,investment,Mutual fund,Subscription renewal,1191.9,Expense,INR,
2025-01-01,Credit Card,food,Milk,Medical bill,2778.05,Expense,INR,
2025-05-29,Netbanking,grooming,Saloon,Movie night,1106.05,Expense,INR,
2025-04-29,Cash,subscription,Edtech Course,Bought groceries,4952.14,Expense,INR,
2025-04-15,Cash,grooming,Saloon,Subscription renewal,602.89,Expense,INR,
2025-03-29,Netbanking,family,Pocket money,UPI transfer,3650.03,Expense,INR,
3/9/2017,Saving Bank account 1,other,,clock cell,15.0,Expense,INR,
2025-05-07,Cash,household,Appliances,Subscription renewal,583.04,Expense,INR,
8/2/2018,Saving Bank account 1,food,snacks,Shev Puri,35.0,Expense,INR,
2025-05-24,Credit Card,apparel,Clothing,Subscription renewal,1072.69,Expense,INR,
2025-02-10,Debit Card,gift,Gift,Paid bill,1047.14,Expense,INR,
2025-01-06,UPI,household,Appliances,Paid bill,4196.67,Expense,INR,
2025-03-29,Cash,food,snacks,Movie night,2861.47,Expense,INR,
28/07/2017 15:25:34,Credit Card,health,Medicine,Hospital consultation,167.0,Expense,INR,
2025-01-10,Credit Card,food,Milk,Online course,2710.73,Expense,INR,
2025-05-11,UPI,food,Grocery,Bought groceries,3035.48,Expense,INR,
3/11/2017,Saving Bank account 1,subscription,Edtech Course,,2700.0,Expense,INR,
2025-04-05,UPI,subscription,Spotify,Medical bill,149.0,Expense,INR,
2025-04-07,UPI,rent,Rent,Lunch at cafe,663.82,Expense,INR,
2025-02-04,Cash,water (jar /tanker),water (jar /tanker),Movie night,2288.3,Expense,INR,
2025-01-06,Debit Card,water (jar /tanker),water (jar /tanker),UPI transfer,4777.31,Expense,INR,
3/6/2017,Saving Bank account 1,subscription,Edtech Course,,2700.1,Expense,INR,
2025-01-14,Netbanking,social life,Leisure,Movie night,1510.97,Expense,INR,
2025-05-14,Debit Card,transportation,Taxi,Lunch at cafe,725.85,Expense,INR,
13/05/2017 10:43:17,Saving Bank account 1,food,breakfast,Medu vada 1 plate,35.0,Expense,INR,
2025-01-15,Cash,festivals,Holi,Subscription renewal,4462.22,Expense,INR,
2025-01-15,Debit Card,gift,Gift,Online course,877.84,Expense,INR,
2025-01-15,Netbanking,subscription,Netflix,Medical bill,499.0,Expense,INR,
2025-03-06,Debit Card,recurring deposit,Recurring Deposit,Subscription renewal,1449.64,Expense,INR,
2025-02-18,Netbanking,food,Dinner,Subscription renewal,4245.05,Expense,INR,
2025-03-03,Credit Card,food,Dinner,Lunch at cafe,2793.84,Expense,INR,
2025-04-26,Credit Card,food,Grocery,Train ticket,3963.51,Expense,INR,
21/09/2017 15:07:52,Cash,other,,Umbrella cover repair,10.0,Expense,INR,
15/08/2017 12:51:45,Saving Bank account 1,food,Milk,1.5 lit milk ,99.0,Expense,INR,
2025-02-25,Netbanking,other,Donation,Bought groceries,4466.53,Expense,INR,
2025-05-24,Netbanking,health,Medicine,Bought groceries,1397.28,Expense,INR,
9/7/2017,Saving Bank account 1,transportation,Bus,2 Place 3m to Mumbai vidyapeeth,12.0,Expense,INR,
10/2/2015,Cash,food,,grocery,60.0,Expense,INR,
6/7/2018,Cash,food,Dinner,At restaurant,760.0,Expense,INR,
10/4/2015,Cash,food,Grocery,,699.0,Expense,INR,
2025-04-15,Credit Card,subscription,Netflix,Lunch at cafe,199.0,Expense,INR,
15/04/2018 19:07:49,Cash,food,snacks,pav Bhaji,70.0,Expense,INR,
2025-04-20,Debit Card,festivals,Holi,Festival shopping,2929.34,Expense,INR,
2025-04-09,Netbanking,subscription,Edtech Course,Movie night,4701.85,Expense,INR,
2025-01-30,Cash,public provident fund,Public Provident Fund,Train ticket,4401.71,Expense,INR,
11/9/2016,Cash,transportation,auto,meghdoot to plaza,20.0,Expense,INR,
31/05/2017 10:25:17,Saving Bank account 1,salary,,From workplace ,56970.0,Income,INR,
29/08/2018 12:21:49,Cash,food,Grocery,Baking soda,27.0,Expense,INR,
2025-06-10,Credit Card,culture,Movie,Subscription renewal,1404.51,Expense,INR,
2025-05-31,Debit Card,subscription,DishTV,Online course,2082.85,Expense,INR,
6/9/2017,Cash,family,Pocket money,,500.0,Expense,INR,
2025-01-20,Netbanking,self-development,Self-development,Medical bill,4009.24,Expense,INR,
2025-05-31,Credit Card,subscription,Edtech Course,Lunch at cafe,4704.27,Expense,INR,
29/11/2016 21:44:34,Cash,family,misc,Himalaya shampoo,60.0,Expense,INR,
2025-03-16,Cash,water (jar /tanker),water (jar /tanker),Train ticket,144.65,Income,INR,
10/5/2017,Saving Bank account 1,education,Stationary,Xerox,12.0,Expense,INR,
12/9/2017,Saving Bank account 1,gpay reward,,,5.0,Income,INR,
2025-03-10,Credit Card,education,Stationary,Lunch at cafe,4739.96,Expense,INR,
2024-12-29,UPI,festivals,Holi,Subscription renewal,1591.4,Expense,INR,
2025-03-13,Netbanking,self-development,Self-development,Online course,1282.04,Expense,INR,
2025-05-01,Netbanking,health,Medicine,Bought groceries,256.25,Expense,INR,
2025-03-19,Netbanking,food,Lunch,Medical bill,3606.46,Income,INR,
31/10/2015 19:29:41,Cash,food,snacks,water bottle + khari sing,70.0,Expense,INR,
20/02/2016 19:45:27,Cash,food,Grocery,biscuits,85.0,Expense,INR,
2025-04-29,Cash,festivals,Holi,Bought groceries,1741.61,Expense,INR,
2025-06-04,UPI,festivals,Holi,Lunch at cafe,849.92,Expense,INR,
2024-12-29,UPI,tourism,Trip,Lunch at cafe,4942.39,Expense,INR,
2025-05-28,Credit Card,food,Dinner,Medical bill,482.83,Expense,INR,
2024-12-30,Debit Card,gift,Gift,Online course,4820.76,Expense,INR,
2025-02-11,Netbanking,tourism,Trip,Paid bill,182.02,Expense,INR,
24/06/2018 14:37:00,Credit Card,health,Health,Suppliemnts,211.75,Expense,INR,
2025-03-16,Credit Card,subscription,Netflix,UPI transfer,649.0,Expense,INR,
2025-03-06,Netbanking,gift,Gift,Medical bill,4292.79,Expense,INR,
2025-01-08,UPI,food,Milk,Paid bill,1867.14,Expense,INR,
2025-03-30,Debit Card,household,Appliances,Bought groceries,4370.55,Expense,INR,
11/7/2017,Saving Bank account 1,food,Ice cream,chocobar,15.0,Expense,INR,
2025-06-01,Credit Card,culture,Movie,Train ticket,2970.58,Expense,INR,
3/1/2015,Cash,food,,milk half gold + 2 packs bourbon biscuits,49.0,Expense,INR,
2025-01-19,Cash,culture,Movie,Medical bill,2074.23,Expense,INR,
14/09/2017 06:21:12,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,100.0,Expense,INR,
2025-06-13,Netbanking,other,Donation,UPI transfer,75.22,Expense,INR,
28/06/2018 15:06:59,Cash,transportation,Taxi,Vadala road to Nehru Planetarium,228.0,Expense,INR,
2025-05-18,Credit Card,festivals,Holi,Lunch at cafe,3692.33,Expense,INR,
2025-04-23,Debit Card,household,Appliances,UPI transfer,792.29,Expense,INR,
2025-04-29,Netbanking,transportation,Train,Train ticket,3317.48,Expense,INR,
2025-01-25,Credit Card,recurring deposit,Recurring Deposit,Festival shopping,945.96,Expense,INR,
2025-02-15,Cash,social life,Leisure,Paid bill,2587.63,Income,INR,
15/03/2017 06:17:55,Cash,household,Kitchen,drainage powder,50.0,Expense,INR,
2025-05-10,UPI,subscription,DishTV,Subscription renewal,1149.93,Expense,INR,
2025-05-09,Cash,rent,Rent,Lunch at cafe,384.25,Expense,INR,
7/7/2018,Saving Bank account 1,subscription,Mahanagar Gas,,196.0,Expense,INR,
28/10/2016 07:19:00,Cash,transportation,auto,Permanent Residence to pathology,40.0,Expense,INR,
2025-05-30,UPI,investment,Mutual fund,Lunch at cafe,581.8,Expense,INR,
2025-05-14,Cash,transportation,auto,Online course,1584.04,Expense,INR,
30/08/2017 18:55:32,Saving Bank account 1,salary,,From workplace ,61578.0,Income,INR,
2025-01-23,UPI,recurring deposit,Recurring Deposit,UPI transfer,86.85,Expense,INR,
2025-02-09,Cash,family,Pocket money,Online course,3515.41,Expense,INR,
2025-06-14,Netbanking,food,Milk,Paid bill,930.39,Expense,INR,
2025-06-18,Netbanking,festivals,Diwali,Train ticket,2031.61,Expense,INR,
9/9/2017,Cash,health,Medicine,V-wash,45.0,Expense,INR,
31/03/2017 21:06:32,Cash,transportation,Taxi,Dadar West to siddhivinayak,30.0,Expense,INR,
17/09/2017 12:45:37,Saving Bank account 1,health,Medicine,,151.0,Expense,INR,
2025-06-19,Credit Card,transportation,Taxi,Subscription renewal,4006.63,Expense,INR,
2025-06-13,Netbanking,subscription,Tata Sky,Festival shopping,632.85,Expense,INR,
2025-02-15,Credit Card,education,Stationary,Subscription renewal,4311.69,Expense,INR,
22/03/2018 20:13:48,Saving Bank account 1,household,Kirana,Supermart,153.0,Expense,INR,
2025-03-14,Cash,health,Medicine,Paid bill,390.44,Expense,INR,
2025-04-08,Netbanking,subscription,Amazon Prime,Lunch at cafe,1499.0,Expense,INR,
2025-03-01,Cash,family,Pocket money,UPI transfer,4389.67,Expense,INR,
2025-05-13,Netbanking,festivals,Holi,Train ticket,2990.17,Expense,INR,
2025-03-15,Credit Card,transportation,Taxi,Subscription renewal,1987.45,Expense,INR,
10/5/2017,Saving Bank account 1,education,Stationary,Courier,100.0,Expense,INR,
2025-05-07,Netbanking,beauty,grooming,Subscription renewal,2153.61,Expense,INR,
2025-03-11,Cash,tourism,Trip,Paid bill,3346.03,Expense,INR,
2025-03-15,Debit Card,culture,Movie,Subscription renewal,4537.54,Expense,INR,
2025-03-27,Credit Card,apparel,Footwear,Medical bill,4832.33,Expense,INR,
2025-05-17,UPI,food,Lunch,Festival shopping,3389.55,Income,INR,
2025-05-14,Credit Card,food,Milk,Lunch at cafe,2589.2,Expense,INR,
9/5/2017,Cash,food,Ice cream,Cornetto butterscotch,40.0,Expense,INR,
2025-04-05,Cash,household,Kirana,Movie night,3993.73,Expense,INR,
1/7/2018,Saving Bank account 1,money transfer,Home,,10000.0,Expense,INR,
2025-04-27,Debit Card,recurring deposit,Recurring Deposit,Train ticket,4119.8,Income,INR,
9/9/2016,Cash,food,Milk,1lit buffalo milk,70.0,Expense,INR,
2025-04-11,UPI,gift,Gift,Online course,3703.72,Expense,INR,
2025-04-27,Debit Card,health,Medicine,Subscription renewal,3374.59,Expense,INR,
18/05/2017 16:11:48,Cash,food,Tea,,10.0,Expense,INR,
2025-05-02,Netbanking,subscription,Tata Sky,Paid bill,552.32,Expense,INR,
30/05/2016 12:46:40,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,
2025-04-22,Debit Card,food,Dinner,Subscription renewal,4131.8,Expense,INR,
2025-05-19,Debit Card,food,Milk,Medical bill,1192.51,Expense,INR,
25/04/2017 09:21:54,Cash,transportation,auto,Place 6 station to college,10.0,Expense,INR,
11/1/2018,Saving Bank account 1,food,Eggs,6 eggs,42.0,Expense,INR,
30/03/2018 11:27:33,Cash,food,Milk,milk 1lit ,72.0,Expense,INR,
15/02/2015 19:54:41,Cash,transportation,,local - vadala road to Place 0,15.0,Expense,INR,
2025-01-01,Credit Card,festivals,Holi,Train ticket,907.44,Income,INR,
2025-04-24,Cash,public provident fund,Public Provident Fund,Festival shopping,1545.38,Expense,INR,
2025-05-04,Debit Card,apparel,Clothing,Movie night,4366.04,Expense,INR,
2025-03-18,Debit Card,transportation,auto,Online course,1838.03,Expense,INR,
2025-01-19,Credit Card,family,Pocket money,Medical bill,4693.99,Expense,INR,
16/03/2015 21:30:08,Cash,health,Hospital,dentist check-up,1000.0,Expense,INR,
25/11/2017 10:25:57,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,156.0,Expense,INR,
2/8/2018,Cash,food,flour mill,M D sure 4kg atta,216.0,Expense,INR,
2025-04-28,Netbanking,culture,Movie,Medical bill,3725.15,Expense,INR,
2025-03-29,Cash,festivals,Holi,Online course,952.91,Income,INR,
2025-05-09,Netbanking,household,Kirana,Movie night,242.21,Expense,INR,
15/02/2015 19:55:31,Cash,food,,pani puri,20.0,Expense,INR,
2025-05-11,Cash,investment,Mutual fund,Medical bill,1388.53,Expense,INR,
26/01/2018 12:38:42,Cash,transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR,
18/05/2017 11:06:52,Saving Bank account 1,food,breakfast,Poha,25.0,Expense,INR,
2025-03-08,UPI,education,Stationary,Subscription renewal,1371.7,Expense,INR,
2025-02-17,UPI,recurring deposit,Recurring Deposit,UPI transfer,3629.33,Expense,INR,
2025-05-29,Netbanking,subscription,Spotify,Subscription renewal,179.0,Expense,INR,
6/10/2017,Saving Bank account 1,health,Medicine,,468.0,Expense,INR,
2025-06-01,Netbanking,beauty,grooming,Festival shopping,119.56,Income,INR,
2025-01-11,UPI,festivals,Diwali,Paid bill,4294.43,Expense,INR,
2025-05-23,Netbanking,water (jar /tanker),water (jar /tanker),Subscription renewal,607.43,Expense,INR,
15/09/2017 13:32:36,Saving Bank account 1,food,Lunch,,130.0,Expense,INR,
2025-03-28,Netbanking,money transfer,Money transfer,Train ticket,1957.49,Expense,INR,
2025-05-29,Netbanking,rent,Rent,Medical bill,795.63,Expense,INR,
5/8/2017,Cash,family,Pocket money,Change,100.0,Expense,INR,
2025-03-08,Debit Card,health,Medicine,Subscription renewal,2078.19,Income,INR,
2025-05-03,Debit Card,subscription,Spotify,Medical bill,179.0,Expense,INR,
2025-01-18,UPI,education,Stationary,Online course,515.84,Expense,INR,
2025-05-09,Credit Card,recurring deposit,Recurring Deposit,Festival shopping,1899.98,Expense,INR,
2025-04-22,Debit Card,transportation,Train,Subscription renewal,2557.25,Expense,INR,
2025-04-19,UPI,food,snacks,Lunch at cafe,4726.0,Expense,INR,
2025-03-29,UPI,subscription,Tata Sky,Movie night,2828.54,Expense,INR,
2025-04-15,Credit Card,apparel,Clothing,Paid bill,3189.57,Expense,INR,
2/1/2017,Cash,transportation,auto,Current Residence to Place 0,60.0,Expense,INR,
2025-03-10,Debit Card,money transfer,Money transfer,Movie night,2336.63,Expense,INR,
5/7/2017,Saving Bank account 1,equity mutual fund a,,,1000.0,Transfer-Out,INR,
2025-03-19,UPI,public provident fund,Public Provident Fund,Movie night,3031.69,Expense,INR,
2025-03-29,Debit Card,health,Medicine,Online course,3576.68,Expense,INR,
28/07/2017 16:20:14,Cash,transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR,
9/8/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,
2024-12-28,Cash,subscription,Edtech Course,UPI transfer,1236.08,Expense,INR,
2025-02-23,Credit Card,education,Stationary,Subscription renewal,3672.25,Expense,INR,
2025-01-12,Debit Card,water (jar /tanker),water (jar /tanker),Festival shopping,4029.82,Expense,INR,
2025-05-11,UPI,self-development,Self-development,Online course,2311.82,Expense,INR,
27/06/2017 10:00:50,Saving Bank account 1,fixed deposit,,New FD opened for 3 years,200000.0,Transfer-Out,INR,
2025-06-04,Debit Card,culture,Movie,Medical bill,901.63,Expense,INR,
4/12/2017,Saving Bank account 1,food,Bread,,35.0,Expense,INR,
21/07/2018 19:02:36,Cash,household,Kirana,Supermart,368.0,Expense,INR,
2025-06-01,Credit Card,food,snacks,UPI transfer,3739.21,Expense,INR,
2025-05-13,Cash,health,Medicine,Subscription renewal,1044.79,Expense,INR,
13/08/2018 10:04:23,Cash,food,Ice cream,chocobar,20.0,Expense,INR,
2025-06-12,Netbanking,investment,Mutual fund,Movie night,1241.16,Expense,INR,
